package,assertion_tested,exact_match,top_5,all_method_suggested
com.google.gson.regression,0,0,0,0
com.google.gson.internal,32,23,30,30
com.google.gson.functional,277,172,229,238
com.google.gson.internal.bind,52,14,39,52
com.google.gson.stream,279,152,239,279
com.google.gson,211,96,175,182
com.google.gson.reflect,20,0,0,0
total:,871,457,712,781
