method,obc(%),omc_obc(%),cov_gap(%)
com.fasterxml.jackson.dataformat.xml.util.DefaultXmlPrettyPrinter$Lf2SpacesIndenter.writeIndentation,50.0,50.0,0.0
com.fasterxml.jackson.dataformat.xml.util.TypeUtil.isIndexedType,81.25,56.25,25.0
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream.next,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.writeStreamAsBinary,100.0,62.5,37.5
com.fasterxml.jackson.dataformat.xml.XmlMapper.<init>,50.0,50.0,0.0
com.fasterxml.jackson.dataformat.xml.ser.XmlBeanSerializerModifier.modifySerializer,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser.nextToken,88.37209,62.7907,25.581394
com.fasterxml.jackson.dataformat.xml.util.DefaultXmlPrettyPrinter.writeLeafNullElement,50.0,50.0,0.0
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.writeNumber,20.0,16.666668,3.333332
com.fasterxml.jackson.dataformat.xml.ser.XmlBeanSerializerBase.serializeFields,78.125,59.375,18.75
com.fasterxml.jackson.dataformat.xml.XmlFactory._decorate,25.0,25.0,0.0
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator._handleEndObject,75.0,37.5,37.5
com.fasterxml.jackson.dataformat.xml.JacksonXmlAnnotationIntrospector._findXmlName,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.setNextNameIfMissing,100.0,50.0,50.0
com.fasterxml.jackson.dataformat.xml.ser.XmlSerializerProvider._serializeXmlNull,100.0,25.0,75.0
com.fasterxml.jackson.dataformat.xml.util.XmlRootNameLookup._findRootName,91.66667,66.66667,25.0
com.fasterxml.jackson.dataformat.xml.ser.XmlBeanPropertyWriter.serializeAsField,57.692307,34.615387,23.07692
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser.close,66.66667,66.66667,0.0
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser$Feature.collectDefaults,75.0,50.0,25.0
com.fasterxml.jackson.dataformat.xml.deser.XmlStringDeserializer.deserialize,35.714287,7.1428576,28.57143
com.fasterxml.jackson.dataformat.xml.XmlFactory.skipSpace,60.000004,60.000004,0.0
com.fasterxml.jackson.dataformat.xml.XmlFactory.tryMatch,66.66667,50.0,16.666672
com.fasterxml.jackson.dataformat.xml.util.AnnotationUtil.findIsTextAnnotation,90.0,70.0,20.0
com.fasterxml.jackson.dataformat.xml.util.AnnotationUtil.findNamespaceAnnotation,90.0,90.0,0.0
com.fasterxml.jackson.dataformat.xml.deser.WrapperHandlingDeserializer.createContextual,85.71429,57.14286,28.571426
com.fasterxml.jackson.dataformat.xml.XmlTypeResolverBuilder.typeProperty,75.0,50.0,25.0
com.fasterxml.jackson.dataformat.xml.XmlTypeResolverBuilder.idResolver,60.000004,20.0,40.000004
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.writeStartObject,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.deser.XmlBeanDeserializerModifier.modifyDeserializer,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser._isEmpty,87.5,87.5,0.0
com.fasterxml.jackson.dataformat.xml.deser.XmlTextDeserializer.deserialize,50.0,50.0,0.0
com.fasterxml.jackson.dataformat.xml.util.DefaultXmlPrettyPrinter.writeEndObject,75.0,75.0,0.0
com.fasterxml.jackson.dataformat.xml.deser.XmlBeanDeserializerModifier.updateProperties,77.27273,54.545456,22.727272
com.fasterxml.jackson.dataformat.xml.util.DefaultXmlPrettyPrinter.writeStartObject,75.0,50.0,25.0
com.fasterxml.jackson.dataformat.xml.deser.WrapperHandlingDeserializer._configureParser,100.0,50.0,50.0
com.fasterxml.jackson.dataformat.xml.util.DefaultXmlPrettyPrinter.writeEndElement,50.0,50.0,0.0
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream._initStartElement,100.0,100.0,0.0
