method,sc,omc_sc,cov_gap
com.fasterxml.jackson.dataformat.xml.XmlFactory.createGenerator,100.0,38.46154,61.53846
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.writeStartArray,100.0,25.0,75.0
com.fasterxml.jackson.dataformat.xml.ser.XmlSerializerProvider._serializeXmlNull,100.0,66.66667,33.33333
com.fasterxml.jackson.dataformat.xml.util.XmlRootNameLookup._findRootName,100.0,94.117645,5.8823547
com.fasterxml.jackson.dataformat.xml.jaxb.XmlJaxbAnnotationIntrospector.isOutputAsText,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.setNextIsCData,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.ser.XmlBeanPropertyWriter.serializeAsField,71.42857,67.85714,3.571434
com.fasterxml.jackson.dataformat.xml.deser.ElementWrapper.matchingWrapper,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.XmlFactory.tryMatch,66.66667,66.66667,0.0
com.fasterxml.jackson.dataformat.xml.util.AnnotationUtil.findIsTextAnnotation,90.0,70.0,20.0
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser.collectDefaults,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.deser.WrapperHandlingDeserializer.createContextual,95.2381,76.190475,19.047623
com.fasterxml.jackson.dataformat.xml.deser.WrapperHandlingDeserializer._verifyDeserType,66.66667,33.333336,33.333336
com.fasterxml.jackson.dataformat.xml.deser.XmlReadContext.createRootContext,50.0,50.0,0.0
com.fasterxml.jackson.dataformat.xml.XmlTypeResolverBuilder.typeProperty,100.0,75.0,25.0
com.fasterxml.jackson.dataformat.xml.XmlMapper.disable,50.0,25.0,25.0
com.fasterxml.jackson.dataformat.xml.deser.XmlTextDeserializer.deserialize,55.555557,44.444447,11.111111
com.fasterxml.jackson.dataformat.xml.util.DefaultXmlPrettyPrinter.writeStartObject,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.util.XmlInfo.isText,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream.<init>,88.88889,55.555557,33.333336
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream._initStartElement,100.0,76.47059,23.529411
com.fasterxml.jackson.dataformat.xml.util.DefaultXmlPrettyPrinter.writeEndElement,83.33333,83.33333,0.0
com.fasterxml.jackson.dataformat.xml.util.DefaultXmlPrettyPrinter.isInline,33.333336,33.333336,0.0
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser.getParsingContext,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.writeNull,80.0,50.0,30.0
com.fasterxml.jackson.dataformat.xml.XmlFactory.setXMLTextElementName,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.deser.XmlTextDeserializer._verifyDeserType,66.66667,33.333336,33.333336
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream._allWs,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.util.XmlInfo.<init>,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.deser.XmlReadContext.getParent,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.ser.XmlBeanSerializerBase.serializeFieldsFiltered,60.465115,48.837208,11.627907
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.enabledIn,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.XmlFactory.hasXMLFormat,64.0,64.0,0.0
com.fasterxml.jackson.dataformat.xml.jaxb.XmlJaxbAnnotationIntrospector.isOutputAsAttribute,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream._next,94.871796,69.230774,25.641022
com.fasterxml.jackson.dataformat.xml.JacksonXmlModule.<init>,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream._handleEndElement,100.0,77.77778,22.222221
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream.closeCompletely,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.close,68.75,37.5,31.25
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser.getCurrentName,62.5,37.5,25.0
com.fasterxml.jackson.dataformat.xml.XmlFactory.validXmlNameStartChar,75.0,75.0,0.0
com.fasterxml.jackson.dataformat.xml.XmlFactory._initializeXmlReader,80.0,40.0,40.0
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.checkNextIsUnwrapped,100.0,75.0,25.0
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.writeBoolean,64.28571,42.857143,21.42857
com.fasterxml.jackson.dataformat.xml.XmlFactory.getFormatName,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.deser.WrapperHandlingDeserializer.deserialize,50.0,50.0,0.0
com.fasterxml.jackson.dataformat.xml.deser.ElementWrapper.getParent,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.writeStringField,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.jaxb.XmlJaxbAnnotationIntrospector.findNamespace,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream._handleRepeatElement,95.0,65.0,30.0
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream.getCurrentToken,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.ser.XmlSerializerProvider._startRootArray,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser.enabledByDefault,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.ser.XmlBeanPropertyWriter._qname,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.util.XmlRootNameLookup.findRootName,100.0,63.636364,36.363636
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser.enabledIn,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser.addVirtualWrapping,100.0,80.0,20.0
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.startWrappedValue,85.71429,71.42857,14.285713
com.fasterxml.jackson.dataformat.xml.ser.XmlSerializerProvider.createInstance,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.deser.XmlReadContext.reset,100.0,14.285715,85.71429
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser.getCodec,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.ser.XmlBeanSerializerModifier.changeProperties,100.0,90.0,10.0
com.fasterxml.jackson.dataformat.xml.ser.XmlBeanSerializerBase._isAttribute,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.XmlMapper.configure,50.0,25.0,25.0
com.fasterxml.jackson.dataformat.xml.util.XmlRootNameLookup.readResolve,66.66667,66.66667,0.0
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser.hasTextCharacters,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.ser.XmlSerializerProvider._rootNameFromConfig,85.71429,85.71429,0.0
com.fasterxml.jackson.dataformat.xml.XmlTypeResolverBuilder.typeFromId,50.0,50.0,0.0
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream.repeatStartElement,83.33333,66.66667,16.666656
com.fasterxml.jackson.dataformat.xml.deser.XmlStringDeserializer.isCachable,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser._getByteArrayBuilder,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.XmlFactory._createParser,61.11111,33.333336,27.777775
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.setPrettyPrinter,100.0,66.66667,33.33333
com.fasterxml.jackson.dataformat.xml.XmlMapper.readValue,75.0,75.0,0.0
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser.isExpectedStartArrayToken,90.0,90.0,0.0
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.writeEndObject,85.71429,57.14286,28.571426
com.fasterxml.jackson.dataformat.xml.util.DefaultXmlPrettyPrinter.writeIndentation,57.14286,57.14286,0.0
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream.skipEndElement,66.66667,33.333336,33.333336
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser._decodeBase64,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.XmlFactory.configure,37.5,25.0,12.5
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.writeBinary,56.75676,37.837837,18.918922
com.fasterxml.jackson.dataformat.xml.XmlFactory.getXMLInputFactory,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.JacksonXmlModule.setupModule,100.0,57.14286,42.85714
com.fasterxml.jackson.dataformat.xml.XmlMapper.getFactory,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.XmlFactory.enable,100.0,50.0,50.0
com.fasterxml.jackson.dataformat.xml.deser.XmlReadContext.<init>,100.0,33.333336,66.666664
com.fasterxml.jackson.dataformat.xml.ser.XmlBeanSerializer.withObjectIdWriter,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.JacksonXmlAnnotationIntrospector.findNameForDeserialization,100.0,42.857143,57.142857
com.fasterxml.jackson.dataformat.xml.util.DefaultXmlPrettyPrinter.writeStartElement,100.0,57.14286,42.85714
com.fasterxml.jackson.dataformat.xml.JacksonXmlAnnotationIntrospector.findWrapperName,100.0,54.545456,45.454544
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream.next,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser.<init>,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.XmlMapper.<init>,84.61539,69.230774,15.384613
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.writeStreamAsBinary,100.0,76.92308,23.07692
com.fasterxml.jackson.dataformat.xml.JacksonXmlModule._constructIntrospector,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.deser.XmlTextDeserializer.<init>,100.0,37.5,62.5
com.fasterxml.jackson.dataformat.xml.util.DefaultXmlPrettyPrinter.writeLeafNullElement,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator._handleStartObject,66.66667,33.333336,33.333336
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.writeNumber,22.0,16.0,6.0
com.fasterxml.jackson.dataformat.xml.ser.XmlBeanSerializerBase.serializeFields,85.36585,75.60976,9.756096
com.fasterxml.jackson.dataformat.xml.ser.XmlBeanSerializer.unwrappingSerializer,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator._handleEndObject,80.0,60.000004,19.999996
com.fasterxml.jackson.dataformat.xml.JacksonXmlAnnotationIntrospector._findXmlName,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.setNextNameIfMissing,100.0,50.0,50.0
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.writeEndArray,80.0,20.0,60.0
com.fasterxml.jackson.dataformat.xml.XmlMapper.setXMLTextElementName,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser.close,75.0,37.5,37.5
com.fasterxml.jackson.dataformat.xml.deser.XmlTokenStream.getLocalName,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.deser.XmlReadContext.convertToArray,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.util.XmlInfo.getNamespace,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.XmlMapper.copy,100.0,50.0,50.0
com.fasterxml.jackson.dataformat.xml.deser.XmlStringDeserializer.deserialize,50.0,12.5,37.5
com.fasterxml.jackson.dataformat.xml.XmlFactory.skipSpace,87.5,62.5,25.0
com.fasterxml.jackson.dataformat.xml.util.AnnotationUtil.findNamespaceAnnotation,90.0,90.0,0.0
com.fasterxml.jackson.dataformat.xml.deser.ElementWrapper.intermediateWrapper,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.XmlTypeResolverBuilder.idResolver,66.66667,44.444447,22.222225
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.writeStartObject,100.0,80.0,20.0
com.fasterxml.jackson.dataformat.xml.XmlFactory.writeObject,100.0,33.333336,66.666664
com.fasterxml.jackson.dataformat.xml.deser.XmlTextDeserializer.createContextual,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.deser.FromXmlParser._isEmpty,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.deser.XmlBeanDeserializerModifier.modifyDeserializer,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.ser.ToXmlGenerator.getStaxWriter,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.XmlFactory.createParser,72.72727,45.454548,27.272724
com.fasterxml.jackson.dataformat.xml.util.DefaultXmlPrettyPrinter.writeEndObject,100.0,100.0,0.0
com.fasterxml.jackson.dataformat.xml.deser.XmlBeanDeserializerModifier.updateProperties,95.652176,82.608696,13.04348
com.fasterxml.jackson.dataformat.xml.deser.WrapperHandlingDeserializer._configureParser,100.0,100.0,0.0
